Id,Predicted
60314,9410.594977169045
12566,10369.523116761327
17760,6655.8800960620065
8876,867.4223698000246
80392,9062.740436366877
3007,29592.165807524234
65731,16991.966029198196
16183,2464.52649816942
3132,10421.533209984222
47554,3381.605040232122
54851,7508.447124613119
3080,17773.098864622065
24420,2662.7038526905435
44475,2668.6301002548835
68784,2648.4299242626826
33711,22474.317702498574
75110,6814.446735694649
71182,12934.22048882627
55890,1251.9314780321397
11952,1384.2305141345616
24534,9371.058515455295
85054,972.346592255502
86563,25677.309892152716
52536,15380.703689434748
78896,4454.669297898455
27070,4892.014050895282
60693,1200.3213113622749
51919,1347.0689325671233
40590,24078.416440103832
57513,13057.836150246047
72159,5925.943864200462
55459,13572.533649687073
14148,1240.6343440182623
52878,5886.040769887709
2188,1868.3501797617917
24393,1515.8586510098119
86231,653.8078115729663
44751,1986.1670255053218
95482,6967.6167566577515
45462,4694.926549599477
74222,9586.986011764408
72465,9566.945761512425
31405,2564.5012038214554
77148,826.6557407517136
14001,8149.835659592618
73530,902.6923658627743
78371,932.9978528306619
56486,1327.8894436119197
17397,9541.249860317084
34260,9926.21345230908
56216,1930.1865681310321
73107,765.5635638932355
57701,4206.789092111218
95715,1009.4940117342321
85151,2594.0465592061128
88305,929.4440598108897
78944,5150.097574234035
15712,926.927130229673
10080,1195.9613868942129
88091,17086.255421667258
52882,10017.720009967585
6240,5186.981868132026
37327,1751.666646250182
44400,7712.608502341948
89907,3469.5121376097277
28692,2385.489547936939
54900,6802.067417020432
41944,1168.57695835092
1488,16509.28907090389
32766,995.7895469490953
23720,3117.3249565836522
11509,978.1177860350954
48616,15928.178080161595
44094,12472.254385174676
70727,28674.41195472314
64257,2567.8392499876063
100,11430.473935467424
3176,5722.836771211558
10253,5985.303592351945
37385,13317.186622048013
78439,4821.44452072294
67334,796.3086086534449
44397,6180.44940251249
4814,3054.585601690697
75391,6882.237063451357
47885,4204.968998160011
42747,669.6036281797554
15077,12763.081431613991
43115,1154.9239681871027
68882,796.7321336428946
11332,753.024830502854
55877,927.0136786894749
42072,1003.2931427467208
80540,813.3558368241246
84212,9563.819460195351
77274,1009.7449240816189
55881,3519.4178962524734
38599,7026.947069757574
57359,2756.788793207544
52314,4113.410550577843
71010,1689.9460131288342
59474,736.7236365914699
45899,14403.32583255831
63254,2780.280639816711
87833,758.3916960867786
33167,1200.7370544960097
25647,7862.851584269002
86953,11403.50977952951
12581,5758.478790587005
18089,1988.919268407104
10579,6737.736380315182
51215,10369.496554053678
25845,11539.935534618411
76978,14837.198292474242
73755,768.4368659290267
32071,4535.795810130858
80090,9964.406109463189
9469,10427.214165817752
39327,1121.622175249577
99717,12475.931481643542
3104,2174.044434873879
66827,3835.5262065193187
25151,8533.369483754792
48973,1936.3313612871232
16048,4531.070321370999
49307,1378.418449913361
30166,2898.495267648392
39735,22424.720793407312
71612,13081.163227961502
95388,1407.667725439456
15514,3526.144377657779
89728,858.9401052760143
11714,3954.247817796413
18020,1191.219684483985
32896,1475.7808888774807
10383,3955.4671946805975
90868,5546.760626812503
50343,1022.3232094391856
99945,3117.7702904470793
61719,7998.666580309081
34365,2690.3721694265687
3823,8158.329599051105
96371,940.5622642280227
43059,704.9439190597325
1600,2561.4681873324134
35300,24178.34084553819
8619,620.4638035363328
72934,933.7392868805924
72751,5568.451917350117
24464,2544.1013675991535
16693,3540.111985258019
65402,9796.781987558878
99188,3653.891164949326
49919,1373.6248703798863
58505,2814.21751259396
54794,8531.24967961959
91475,2039.828117341886
90808,1912.2861349187006
12826,14879.446482905378
90821,781.1318948934342
15178,1120.3385952630445
83650,2472.192403961401
30235,1949.1105431482426
76618,9631.276520709433
31219,2459.689037679511
72367,1316.180876182291
246,9260.6970500795
11654,17159.209362711612
16866,4613.053553245695
82336,1371.8902962334016
51167,2801.065495500896
76560,6929.308530940923
28188,1756.5758955153658
33180,838.582800810264
55191,3707.475352434547
8034,3567.099608992231
73037,1039.4466030851643
43561,7229.323250377359
51969,25909.07136726345
76154,7095.9967715701605
7970,1358.7612415731287
59971,1249.7263968899179
92128,2846.7865608067764
90892,3552.3619824344173
97423,5697.143936117902
46605,1312.816039402835
3577,4028.6842440800056
53976,1254.204227032805
7442,2162.473675037884
95454,13404.07515237731
62494,2088.5993059215566
47078,2414.5559527456744
9165,2683.0916826188172
82323,1423.2582781383098
51148,962.0842994920541
75721,10902.796168901521
37716,3785.5449677179968
25124,1165.3197284084285
72667,8594.73044476912
99550,1390.5420973359394
98433,1128.1260995988962
43733,7365.861182796451
52232,5074.344375323071
25577,1680.8001989835436
54156,7586.711779937499
37246,18894.048049054887
47652,865.9874725082135
87423,2180.2361334241514
70987,1073.6286789082483
41565,9942.080214158877
78190,4972.020566038656
51472,3995.7926125461554
4859,727.171928540985
36755,995.3616558540032
56780,1510.6087881636226
53466,3127.0434146255316
10671,1016.238279748807
80630,11136.532458944184
30534,1618.6130116572504
38463,6752.594586124106
96797,8146.041331418066
75613,5715.565862294725
67805,8694.124701120043
166,1372.4678441068188
50028,8036.889954990183
47506,9279.699882052932
34134,2298.813108707539
8766,62846.68388929185
17143,1173.1772850546172
1638,8507.67834316227
65864,11986.759386303773
37787,12085.511580539373
30730,872.7276249078925
45563,10329.669241701693
46535,2033.603592188456
62384,2082.99808454788
40082,10750.474595856904
45373,16643.78264481207
35082,961.6293484532882
14190,1551.5755685122426
97200,1045.745359277318
83482,7627.797615215427
10276,4574.440011166717
34499,667.0733814644813
55210,938.227512971639
37968,666.8392881036576
20349,1357.215917972701
26377,25397.32081005856
56522,961.8044704498038
84036,3564.9893810241883
11181,2521.4337377947077
13674,1007.8571812277528
14135,3015.5812465774293
23663,14399.780734724613
32020,1009.6172023073235
4636,2144.7251311267655
65807,965.0371479804021
59035,8659.891460964978
58491,25131.310323933998
87993,18420.81729768741
22188,861.2450053551079
58509,12080.188862288273
67705,6124.859398896093
94400,4723.0489770756185
88300,5629.87961605051
7357,768.887606448504
78987,27482.995510873257
23292,1152.4179601647193
85412,2429.9592290180403
81517,16071.900272517963
81300,2103.102459203486
22506,6765.299041718691
9270,925.007291881076
53060,2330.275445288019
52752,7820.962286204654
66216,886.6527689674035
49302,8235.87942031872
33578,20611.17998083896
31907,7720.312711025327
44471,1957.3983496562098
29995,9006.257737115275
24498,3912.515268164156
32921,1053.3518875142654
92043,1087.75059847656
5511,1450.3399456667858
48786,2955.4900209345815
46798,2018.8930663101494
92181,2477.4570377550635
76802,9075.564849660794
94125,8317.654149090658
19953,9808.344579480805
34232,3527.455167755632
55113,6577.526501753817
37625,1476.5010534227856
69042,1083.4885724749288
35503,763.7594250042683
1453,1711.023672362418
67914,1067.460644450642
4790,6632.157386249327
19704,1177.1022707530271
2476,12478.14431639962
57761,1008.5517894441963
29904,2494.455892223214
89554,1147.6809147486924
80424,3892.1002299580778
88943,4271.370813753029
24798,5360.93400695704
80605,5384.6939073035355
83775,12082.767556631406
9507,1726.4564046531339
32634,728.3110234867864
87888,885.402055639453
4319,2875.9884975871482
77833,852.025185167451
26159,861.2339283987626
36691,8032.40508962709
93169,5161.138948517047
99160,964.8008664624607
99729,1070.8717734527634
33931,3149.9874456906673
41485,897.2364183154398
95785,5885.244113156223
91596,843.2716988048751
28448,2771.76349621347
82291,679.9127625053202
6183,792.9524602106709
14036,1679.0215919261557
77840,4890.9313125668305
33619,3356.755924830489
32910,1169.4021084309027
64301,4566.699418614189
25872,6219.117835858029
43110,1671.2366836196618
61122,790.685177172572
61022,1722.3106505961941
19114,5219.209554242019
70976,8107.197948314205
72804,6010.589688643688
33572,739.3347646679558
11126,16059.575310614888
49510,991.8848772332815
22128,2377.139928272879
51578,914.540350314314
80312,18483.566341092348
50269,6392.061889655733
25022,1046.2512159077048
46112,4797.999715761574
8977,4101.834030512465
35989,12885.881944581215
17505,843.5358162998515
12138,1043.4866480558667
99089,1303.7982431524767
10494,10552.1206947188
40828,712.3011593701202
